dive_number,date,prompt_number,prompt,accepted_answers,tier,points,answer
32,2026-08-16,5,Name a Star Trek character,101,Schooler,30,Captain Janeway
32,2026-08-16,5,Name a Star Trek character,101,Schooler,30,Data
32,2026-08-16,5,Name a Star Trek character,101,Schooler,30,Geordi La Forge
32,2026-08-16,5,Name a Star Trek character,101,Schooler,30,Leonard McCoy
32,2026-08-16,5,Name a Star Trek character,101,Schooler,30,Riker
32,2026-08-16,5,Name a Star Trek character,101,Schooler,30,Scotty
32,2026-08-16,5,Name a Star Trek character,101,Schooler,30,Seven of Nine
32,2026-08-16,5,Name a Star Trek character,101,Schooler,30,Sulu
32,2026-08-16,5,Name a Star Trek character,101,Schooler,30,Uhura
32,2026-08-16,5,Name a Star Trek character,101,Plankton,10,Captain Kirk
32,2026-08-16,5,Name a Star Trek character,101,Plankton,10,Captain Picard
32,2026-08-16,6,Name a medical specialty,54,Deep cut,85,Addiction medicine
32,2026-08-16,6,Name a medical specialty,54,Deep cut,85,Dermatopathology
32,2026-08-16,6,Name a medical specialty,54,Deep cut,85,Hepatology
32,2026-08-16,6,Name a medical specialty,54,Deep cut,85,Interventional radiology
32,2026-08-16,6,Name a medical specialty,54,Deep cut,85,Medical genetics
32,2026-08-16,6,Name a medical specialty,54,Deep cut,85,Neonatology
32,2026-08-16,6,Name a medical specialty,54,Deep cut,85,Nuclear medicine
32,2026-08-16,6,Name a medical specialty,54,Deep cut,85,Oral and maxillofacial surgery
32,2026-08-16,6,Name a medical specialty,54,Deep cut,85,Pediatric cardiology
32,2026-08-16,6,Name a medical specialty,54,Deep cut,85,Phlebology
32,2026-08-16,6,Name a medical specialty,54,Rare,60,Allergy medicine
32,2026-08-16,6,Name a medical specialty,54,Rare,60,Cardiothoracic surgery
32,2026-08-16,6,Name a medical specialty,54,Rare,60,Critical care
32,2026-08-16,6,Name a medical specialty,54,Rare,60,Emergency medicine
32,2026-08-16,6,Name a medical specialty,54,Rare,60,Endocrinology
32,2026-08-16,6,Name a medical specialty,54,Rare,60,Gastroenterology
32,2026-08-16,6,Name a medical specialty,54,Rare,60,Hematology
32,2026-08-16,6,Name a medical specialty,54,Rare,60,Immunology
32,2026-08-16,6,Name a medical specialty,54,Rare,60,Nephrology
32,2026-08-16,6,Name a medical specialty,54,Rare,60,Occupational medicine
32,2026-08-16,6,Name a medical specialty,54,Schooler,30,Anesthesiology
32,2026-08-16,6,Name a medical specialty,54,Schooler,30,General practice
32,2026-08-16,6,Name a medical specialty,54,Schooler,30,Gynecology
32,2026-08-16,6,Name a medical specialty,54,Schooler,30,Infectious disease
32,2026-08-16,6,Name a medical specialty,54,Schooler,30,Internal medicine
32,2026-08-16,6,Name a medical specialty,54,Schooler,30,Neurology
32,2026-08-16,6,Name a medical specialty,54,Schooler,30,Neurosurgery
32,2026-08-16,6,Name a medical specialty,54,Schooler,30,Oncology
32,2026-08-16,6,Name a medical specialty,54,Schooler,30,Ophthalmology
32,2026-08-16,6,Name a medical specialty,54,Schooler,30,Orthopedics
32,2026-08-16,6,Name a medical specialty,54,Plankton,10,Cardiology
32,2026-08-16,6,Name a medical specialty,54,Plankton,10,Dermatology
32,2026-08-16,6,Name a medical specialty,54,Plankton,10,Family medicine
32,2026-08-16,7,Name a font,73,Deep cut,85,Akzidenz-Grotesk
32,2026-08-16,7,Name a font,73,Deep cut,85,Algerian
32,2026-08-16,7,Name a font,73,Deep cut,85,American Typewriter
32,2026-08-16,7,Name a font,73,Deep cut,85,Avant Garde
32,2026-08-16,7,Name a font,73,Deep cut,85,Bebas Neue
32,2026-08-16,7,Name a font,73,Deep cut,85,Bodoni
32,2026-08-16,7,Name a font,73,Deep cut,85,Bradley Hand
32,2026-08-16,7,Name a font,73,Deep cut,85,Broadway
32,2026-08-16,7,Name a font,73,Deep cut,85,Caslon
32,2026-08-16,7,Name a font,73,Deep cut,85,Chalkboard
32,2026-08-16,7,Name a font,73,Rare,60,Avenir
32,2026-08-16,7,Name a font,73,Rare,60,Baskerville
32,2026-08-16,7,Name a font,73,Rare,60,Bookman
32,2026-08-16,7,Name a font,73,Rare,60,Brush Script
32,2026-08-16,7,Name a font,73,Rare,60,Cambria
32,2026-08-16,7,Name a font,73,Rare,60,Century Gothic
32,2026-08-16,7,Name a font,73,Rare,60,Century Schoolbook
32,2026-08-16,7,Name a font,73,Rare,60,Consolas
32,2026-08-16,7,Name a font,73,Rare,60,Copperplate
32,2026-08-16,7,Name a font,73,Rare,60,Franklin Gothic
32,2026-08-16,7,Name a font,73,Schooler,30,Aptos
32,2026-08-16,7,Name a font,73,Schooler,30,Calibri
32,2026-08-16,7,Name a font,73,Schooler,30,Courier New
32,2026-08-16,7,Name a font,73,Schooler,30,Garamond
32,2026-08-16,7,Name a font,73,Schooler,30,Georgia
32,2026-08-16,7,Name a font,73,Schooler,30,Lato
32,2026-08-16,7,Name a font,73,Schooler,30,Montserrat
32,2026-08-16,7,Name a font,73,Schooler,30,Open Sans
32,2026-08-16,7,Name a font,73,Schooler,30,Poppins
32,2026-08-16,7,Name a font,73,Schooler,30,Roboto
32,2026-08-16,7,Name a font,73,Plankton,10,Arial
32,2026-08-16,7,Name a font,73,Plankton,10,Helvetica
31,2026-08-15,1,Name a country whose name starts with B,18,Deep cut,85,Bhutan
31,2026-08-15,1,Name a country whose name starts with B,18,Deep cut,85,Brunei
31,2026-08-15,1,Name a country whose name starts with B,18,Rare,60,Bahrain
31,2026-08-15,1,Name a country whose name starts with B,18,Rare,60,Barbados
31,2026-08-15,1,Name a country whose name starts with B,18,Rare,60,Belize
31,2026-08-15,1,Name a country whose name starts with B,18,Rare,60,Botswana
31,2026-08-15,1,Name a country whose name starts with B,18,Rare,60,Burkina Faso
31,2026-08-15,1,Name a country whose name starts with B,18,Schooler,30,Bahamas
31,2026-08-15,1,Name a country whose name starts with B,18,Schooler,30,Bangladesh
31,2026-08-15,1,Name a country whose name starts with B,18,Schooler,30,Belarus
31,2026-08-15,1,Name a country whose name starts with B,18,Schooler,30,Bolivia
31,2026-08-15,1,Name a country whose name starts with B,18,Schooler,30,Bulgaria
31,2026-08-15,1,Name a country whose name starts with B,18,Plankton,10,Belgium
31,2026-08-15,2,Name a marsupial,53,Deep cut,85,Antechinus
31,2026-08-15,2,Name a marsupial,53,Deep cut,85,Bare-tailed woolly opossum
31,2026-08-15,2,Name a marsupial,53,Deep cut,85,Bettong
31,2026-08-15,2,Name a marsupial,53,Deep cut,85,Cuscus
31,2026-08-15,2,Name a marsupial,53,Deep cut,85,Diprotodon
31,2026-08-15,2,Name a marsupial,53,Deep cut,85,Dunnart
31,2026-08-15,2,Name a marsupial,53,Deep cut,85,Feathertail glider
31,2026-08-15,2,Name a marsupial,53,Deep cut,85,Honey possum
31,2026-08-15,2,Name a marsupial,53,Deep cut,85,Kowari
31,2026-08-15,2,Name a marsupial,53,Deep cut,85,Kultarr
31,2026-08-15,2,Name a marsupial,53,Rare,60,Bandicoot
31,2026-08-15,2,Name a marsupial,53,Rare,60,Bilby
31,2026-08-15,2,Name a marsupial,53,Rare,60,Brushtail possum
31,2026-08-15,2,Name a marsupial,53,Rare,60,Eastern grey kangaroo
31,2026-08-15,2,Name a marsupial,53,Rare,60,Greater glider
31,2026-08-15,2,Name a marsupial,53,Rare,60,Marsupial mouse
31,2026-08-15,2,Name a marsupial,53,Rare,60,Numbat
31,2026-08-15,2,Name a marsupial,53,Rare,60,Quoll
31,2026-08-15,2,Name a marsupial,53,Rare,60,Red kangaroo
31,2026-08-15,2,Name a marsupial,53,Rare,60,Ringtail possum
31,2026-08-15,2,Name a marsupial,53,Schooler,30,Opossum
31,2026-08-15,2,Name a marsupial,53,Schooler,30,Tasmanian devil
31,2026-08-15,2,Name a marsupial,53,Schooler,30,Virginia opossum
31,2026-08-15,2,Name a marsupial,53,Schooler,30,Wallaby
31,2026-08-15,2,Name a marsupial,53,Schooler,30,Wombat
31,2026-08-15,2,Name a marsupial,53,Plankton,10,Kangaroo
31,2026-08-15,3,Name an Italian dish,99,Deep cut,85,Agnolotti
31,2026-08-15,3,Name an Italian dish,99,Deep cut,85,Bagna cauda
31,2026-08-15,3,Name an Italian dish,99,Deep cut,85,Bistecca alla fiorentina
31,2026-08-15,3,Name an Italian dish,99,Deep cut,85,Bollito misto
31,2026-08-15,3,Name an Italian dish,99,Deep cut,85,Bresaola
31,2026-08-15,3,Name an Italian dish,99,Deep cut,85,Cacciucco
31,2026-08-15,3,Name an Italian dish,99,Deep cut,85,Caponata
31,2026-08-15,3,Name an Italian dish,99,Deep cut,85,Cassata
31,2026-08-15,3,Name an Italian dish,99,Deep cut,85,Cioppino
31,2026-08-15,3,Name an Italian dish,99,Deep cut,85,Cotechino
31,2026-08-15,3,Name an Italian dish,99,Rare,60,Affogato
31,2026-08-15,3,Name an Italian dish,99,Rare,60,Aglio e olio
31,2026-08-15,3,Name an Italian dish,99,Rare,60,Amatriciana
31,2026-08-15,3,Name an Italian dish,99,Rare,60,Antipasto
31,2026-08-15,3,Name an Italian dish,99,Rare,60,Arancini
31,2026-08-15,3,Name an Italian dish,99,Rare,60,Arrabbiata
31,2026-08-15,3,Name an Italian dish,99,Rare,60,Bucatini
31,2026-08-15,3,Name an Italian dish,99,Rare,60,Burrata
31,2026-08-15,3,Name an Italian dish,99,Rare,60,Calzone
31,2026-08-15,3,Name an Italian dish,99,Rare,60,Cannelloni
31,2026-08-15,3,Name an Italian dish,99,Schooler,30,Baked ziti
31,2026-08-15,3,Name an Italian dish,99,Schooler,30,Biscotti
31,2026-08-15,3,Name an Italian dish,99,Schooler,30,Bolognese
31,2026-08-15,3,Name an Italian dish,99,Schooler,30,Bruschetta
31,2026-08-15,3,Name an Italian dish,99,Schooler,30,Calamari
31,2026-08-15,3,Name an Italian dish,99,Schooler,30,Cannoli
31,2026-08-15,3,Name an Italian dish,99,Schooler,30,Caprese salad
31,2026-08-15,3,Name an Italian dish,99,Schooler,30,Carbonara
31,2026-08-15,3,Name an Italian dish,99,Schooler,30,Ciabatta
31,2026-08-15,3,Name an Italian dish,99,Schooler,30,Eggplant Parmesan
31,2026-08-15,3,Name an Italian dish,99,Plankton,10,Lasagna
31,2026-08-15,3,Name an Italian dish,99,Plankton,10,Pizza
31,2026-08-15,4,Name an official Disney Princess,13,Rare,60,Merida
31,2026-08-15,4,Name an official Disney Princess,13,Schooler,30,Aurora
31,2026-08-15,4,Name an official Disney Princess,13,Schooler,30,Jasmine
31,2026-08-15,4,Name an official Disney Princess,13,Schooler,30,Moana
31,2026-08-15,4,Name an official Disney Princess,13,Schooler,30,Mulan
31,2026-08-15,4,Name an official Disney Princess,13,Schooler,30,Rapunzel
31,2026-08-15,4,Name an official Disney Princess,13,Plankton,10,Ariel
31,2026-08-15,4,Name an official Disney Princess,13,Plankton,10,Belle
31,2026-08-15,4,Name an official Disney Princess,13,Plankton,10,Cinderella
31,2026-08-15,5,Name a famous physicist,109,One in a Krillion,100,Henry Cavendish
31,2026-08-15,5,Name a famous physicist,109,Deep cut,85,Abdus Salam
31,2026-08-15,5,Name a famous physicist,109,Deep cut,85,Albert Michelson
31,2026-08-15,5,Name a famous physicist,109,Deep cut,85,Andrea Ghez
31,2026-08-15,5,Name a famous physicist,109,Deep cut,85,Andrei Sakharov
31,2026-08-15,5,Name a famous physicist,109,Deep cut,85,Arno Penzias
31,2026-08-15,5,Name a famous physicist,109,Deep cut,85,Arthur Compton
31,2026-08-15,5,Name a famous physicist,109,Deep cut,85,Arthur Eddington
31,2026-08-15,5,Name a famous physicist,109,Deep cut,85,Augustin-Jean Fresnel
31,2026-08-15,5,Name a famous physicist,109,Deep cut,85,Barry Barish
31,2026-08-15,5,Name a famous physicist,109,Deep cut,85,Brian Josephson
31,2026-08-15,5,Name a famous physicist,109,Rare,60,Alessandro Volta
31,2026-08-15,5,Name a famous physicist,109,Rare,60,André-Marie Ampère
31,2026-08-15,5,Name a famous physicist,109,Rare,60,Benjamin Franklin
31,2026-08-15,5,Name a famous physicist,109,Rare,60,Blaise Pascal
31,2026-08-15,5,Name a famous physicist,109,Rare,60,Brian Greene
31,2026-08-15,5,Name a famous physicist,109,Rare,60,C. V. Raman
31,2026-08-15,5,Name a famous physicist,109,Rare,60,Christiaan Huygens
31,2026-08-15,5,Name a famous physicist,109,Rare,60,Christian Doppler
31,2026-08-15,5,Name a famous physicist,109,Rare,60,Edward Teller
31,2026-08-15,5,Name a famous physicist,109,Rare,60,Enrico Fermi
31,2026-08-15,5,Name a famous physicist,109,Schooler,30,Archimedes
31,2026-08-15,5,Name a famous physicist,109,Schooler,30,Brian Cox
31,2026-08-15,5,Name a famous physicist,109,Schooler,30,Carl Sagan
31,2026-08-15,5,Name a famous physicist,109,Schooler,30,Edwin Hubble
31,2026-08-15,5,Name a famous physicist,109,Schooler,30,Ernest Rutherford
31,2026-08-15,5,Name a famous physicist,109,Schooler,30,Galileo Galilei
31,2026-08-15,5,Name a famous physicist,109,Schooler,30,Johannes Kepler
31,2026-08-15,5,Name a famous physicist,109,Schooler,30,Lord Kelvin
31,2026-08-15,5,Name a famous physicist,109,Schooler,30,Marie Curie
31,2026-08-15,5,Name a famous physicist,109,Schooler,30,Max Planck
31,2026-08-15,5,Name a famous physicist,109,Plankton,10,Albert Einstein
31,2026-08-15,5,Name a famous physicist,109,Plankton,10,Isaac Newton
31,2026-08-15,5,Name a famous physicist,109,Plankton,10,Robert Oppenheimer
31,2026-08-15,6,Name a current or former MLB team,48,Deep cut,85,Boston Americans
31,2026-08-15,6,Name a current or former MLB team,48,Deep cut,85,Boston Beaneaters
31,2026-08-15,6,Name a current or former MLB team,48,Deep cut,85,Brooklyn Dodgers
31,2026-08-15,6,Name a current or former MLB team,48,Deep cut,85,Brooklyn Robins
31,2026-08-15,6,Name a current or former MLB team,48,Deep cut,85,Cincinnati Red Stockings
31,2026-08-15,6,Name a current or former MLB team,48,Deep cut,85,Cleveland Spiders
31,2026-08-15,6,Name a current or former MLB team,48,Deep cut,85,Houston Colt .45s
31,2026-08-15,6,Name a current or former MLB team,48,Deep cut,85,Kansas City Athletics
31,2026-08-15,6,Name a current or former MLB team,48,Deep cut,85,Montreal Expos
31,2026-08-15,6,Name a current or former MLB team,48,Rare,60,Arizona Diamondbacks
31,2026-08-15,6,Name a current or former MLB team,48,Rare,60,Baltimore Orioles
31,2026-08-15,6,Name a current or former MLB team,48,Rare,60,Boston Braves
31,2026-08-15,6,Name a current or former MLB team,48,Rare,60,Cincinnati Reds
31,2026-08-15,6,Name a current or former MLB team,48,Rare,60,Cleveland Guardians
31,2026-08-15,6,Name a current or former MLB team,48,Rare,60,Colorado Rockies
31,2026-08-15,6,Name a current or former MLB team,48,Rare,60,Detroit Tigers
31,2026-08-15,6,Name a current or former MLB team,48,Rare,60,Kansas City Royals
31,2026-08-15,6,Name a current or former MLB team,48,Rare,60,Milwaukee Braves
31,2026-08-15,6,Name a current or former MLB team,48,Rare,60,Milwaukee Brewers
31,2026-08-15,6,Name a current or former MLB team,48,Schooler,30,Atlanta Braves
31,2026-08-15,6,Name a current or former MLB team,48,Schooler,30,Chicago Cubs
31,2026-08-15,6,Name a current or former MLB team,48,Schooler,30,Chicago White Sox
31,2026-08-15,6,Name a current or former MLB team,48,Schooler,30,Houston Astros
31,2026-08-15,6,Name a current or former MLB team,48,Schooler,30,Los Angeles Angels
31,2026-08-15,6,Name a current or former MLB team,48,Schooler,30,Miami Marlins
31,2026-08-15,6,Name a current or former MLB team,48,Schooler,30,New York Mets
31,2026-08-15,6,Name a current or former MLB team,48,Schooler,30,Philadelphia Phillies
31,2026-08-15,6,Name a current or former MLB team,48,Schooler,30,San Francisco Giants
31,2026-08-15,6,Name a current or former MLB team,48,Schooler,30,St. Louis Cardinals
31,2026-08-15,6,Name a current or former MLB team,48,Plankton,10,Boston Red Sox
31,2026-08-15,6,Name a current or former MLB team,48,Plankton,10,Los Angeles Dodgers
31,2026-08-15,7,Name a fabric or textile,99,Deep cut,85,Acetate
31,2026-08-15,7,Name a fabric or textile,99,Deep cut,85,Batiste
31,2026-08-15,7,Name a fabric or textile,99,Deep cut,85,Buckram
31,2026-08-15,7,Name a fabric or textile,99,Deep cut,85,Cambric
31,2026-08-15,7,Name a fabric or textile,99,Deep cut,85,Charmeuse
31,2026-08-15,7,Name a fabric or textile,99,Deep cut,85,Coir
31,2026-08-15,7,Name a fabric or textile,99,Deep cut,85,Crinoline
31,2026-08-15,7,Name a fabric or textile,99,Deep cut,85,Cupro
31,2026-08-15,7,Name a fabric or textile,99,Deep cut,85,Damask
31,2026-08-15,7,Name a fabric or textile,99,Deep cut,85,Drill
31,2026-08-15,7,Name a fabric or textile,99,Rare,60,Angora
31,2026-08-15,7,Name a fabric or textile,99,Rare,60,Bouclé
31,2026-08-15,7,Name a fabric or textile,99,Rare,60,Brocade
31,2026-08-15,7,Name a fabric or textile,99,Rare,60,Canvas
31,2026-08-15,7,Name a fabric or textile,99,Rare,60,Chambray
31,2026-08-15,7,Name a fabric or textile,99,Rare,60,Chenille
31,2026-08-15,7,Name a fabric or textile,99,Rare,60,Chiffon
31,2026-08-15,7,Name a fabric or textile,99,Rare,60,Chintz
31,2026-08-15,7,Name a fabric or textile,99,Rare,60,Corduroy
31,2026-08-15,7,Name a fabric or textile,99,Rare,60,Crêpe
31,2026-08-15,7,Name a fabric or textile,99,Schooler,30,Acrylic
31,2026-08-15,7,Name a fabric or textile,99,Schooler,30,Alpaca
31,2026-08-15,7,Name a fabric or textile,99,Schooler,30,Bamboo fabric
31,2026-08-15,7,Name a fabric or textile,99,Schooler,30,Burlap
31,2026-08-15,7,Name a fabric or textile,99,Schooler,30,Calico
31,2026-08-15,7,Name a fabric or textile,99,Schooler,30,Cashmere
31,2026-08-15,7,Name a fabric or textile,99,Schooler,30,Cheesecloth
31,2026-08-15,7,Name a fabric or textile,99,Schooler,30,Denim
31,2026-08-15,7,Name a fabric or textile,99,Schooler,30,Felt
31,2026-08-15,7,Name a fabric or textile,99,Schooler,30,Gauze
31,2026-08-15,7,Name a fabric or textile,99,Plankton,10,Cotton
31,2026-08-15,7,Name a fabric or textile,99,Plankton,10,Silk
30,2026-08-14,1,Name a country with a four-letter English name,11,Deep cut,85,Mali
30,2026-08-14,1,Name a country with a four-letter English name,11,Deep cut,85,Niue
30,2026-08-14,1,Name a country with a four-letter English name,11,Deep cut,85,Oman
30,2026-08-14,1,Name a country with a four-letter English name,11,Rare,60,Chad
30,2026-08-14,1,Name a country with a four-letter English name,11,Rare,60,Fiji
30,2026-08-14,1,Name a country with a four-letter English name,11,Schooler,30,Iraq
30,2026-08-14,1,Name a country with a four-letter English name,11,Plankton,10,Cuba
30,2026-08-14,2,Name a type of turtle or tortoise,69,Deep cut,85,African helmeted turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Deep cut,85,Arrau turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Deep cut,85,Big-headed turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Deep cut,85,Blanding's turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Deep cut,85,Bog turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Deep cut,85,Burmese star tortoise
30,2026-08-14,2,Name a type of turtle or tortoise,69,Deep cut,85,Caspian turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Deep cut,85,Chaco tortoise
30,2026-08-14,2,Name a type of turtle or tortoise,69,Deep cut,85,Chicken turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Deep cut,85,Egyptian tortoise
30,2026-08-14,2,Name a type of turtle or tortoise,69,Rare,60,African sideneck turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Rare,60,Aldabra tortoise
30,2026-08-14,2,Name a type of turtle or tortoise,69,Rare,60,Cooter
30,2026-08-14,2,Name a type of turtle or tortoise,69,Rare,60,Giant tortoise
30,2026-08-14,2,Name a type of turtle or tortoise,69,Rare,60,Greek tortoise
30,2026-08-14,2,Name a type of turtle or tortoise,69,Rare,60,Hermann's tortoise
30,2026-08-14,2,Name a type of turtle or tortoise,69,Rare,60,Indian star tortoise
30,2026-08-14,2,Name a type of turtle or tortoise,69,Rare,60,Leopard tortoise
30,2026-08-14,2,Name a type of turtle or tortoise,69,Rare,60,Map turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Rare,60,Mud turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Schooler,30,Common snapping turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Schooler,30,Desert tortoise
30,2026-08-14,2,Name a type of turtle or tortoise,69,Schooler,30,Galapagos tortoise
30,2026-08-14,2,Name a type of turtle or tortoise,69,Schooler,30,Green sea turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Schooler,30,Hawksbill
30,2026-08-14,2,Name a type of turtle or tortoise,69,Schooler,30,Leatherback
30,2026-08-14,2,Name a type of turtle or tortoise,69,Schooler,30,Loggerhead
30,2026-08-14,2,Name a type of turtle or tortoise,69,Schooler,30,Painted turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Schooler,30,Red-eared slider
30,2026-08-14,2,Name a type of turtle or tortoise,69,Schooler,30,Terrapin
30,2026-08-14,2,Name a type of turtle or tortoise,69,Plankton,10,Box turtle
30,2026-08-14,2,Name a type of turtle or tortoise,69,Plankton,10,Sea turtle
30,2026-08-14,3,Name a soda brand,96,Deep cut,85,Ale-8-One
30,2026-08-14,3,Name a soda brand,96,Deep cut,85,Almdudler
30,2026-08-14,3,Name a soda brand,96,Deep cut,85,Appletiser
30,2026-08-14,3,Name a soda brand,96,Deep cut,85,Cactus Cooler
30,2026-08-14,3,Name a soda brand,96,Deep cut,85,Cheerwine
30,2026-08-14,3,Name a soda brand,96,Deep cut,85,Club-Mate
30,2026-08-14,3,Name a soda brand,96,Deep cut,85,Cockta
30,2026-08-14,3,Name a soda brand,96,Deep cut,85,Cott
30,2026-08-14,3,Name a soda brand,96,Deep cut,85,Dad's Root Beer
30,2026-08-14,3,Name a soda brand,96,Deep cut,85,Diet Rite
30,2026-08-14,3,Name a soda brand,96,Rare,60,Barq's
30,2026-08-14,3,Name a soda brand,96,Rare,60,Big K
30,2026-08-14,3,Name a soda brand,96,Rare,60,Big Red
30,2026-08-14,3,Name a soda brand,96,Rare,60,Boylan
30,2026-08-14,3,Name a soda brand,96,Rare,60,Bundaberg
30,2026-08-14,3,Name a soda brand,96,Rare,60,Fever-Tree
30,2026-08-14,3,Name a soda brand,96,Rare,60,Fresca
30,2026-08-14,3,Name a soda brand,96,Rare,60,Mug
30,2026-08-14,3,Name a soda brand,96,Rare,60,Polar
30,2026-08-14,3,Name a soda brand,96,Rare,60,RC Cola
30,2026-08-14,3,Name a soda brand,96,Schooler,30,7 Up
30,2026-08-14,3,Name a soda brand,96,Schooler,30,A&W
30,2026-08-14,3,Name a soda brand,96,Schooler,30,Baja Blast
30,2026-08-14,3,Name a soda brand,96,Schooler,30,Bubly
30,2026-08-14,3,Name a soda brand,96,Schooler,30,Canada Dry
30,2026-08-14,3,Name a soda brand,96,Schooler,30,Crush
30,2026-08-14,3,Name a soda brand,96,Schooler,30,Jones Soda
30,2026-08-14,3,Name a soda brand,96,Schooler,30,LaCroix
30,2026-08-14,3,Name a soda brand,96,Schooler,30,Mello Yello
30,2026-08-14,3,Name a soda brand,96,Schooler,30,Mountain Dew
30,2026-08-14,3,Name a soda brand,96,Plankton,10,Coca-Cola
30,2026-08-14,3,Name a soda brand,96,Plankton,10,Dr Pepper
30,2026-08-14,3,Name a soda brand,96,Plankton,10,Fanta
30,2026-08-14,3,Name a soda brand,96,Plankton,10,Pepsi
30,2026-08-14,4,Name an ice cream brand,98,Deep cut,85,Abbott's Frozen Custard
30,2026-08-14,4,Name an ice cream brand,98,Deep cut,85,Alden's
30,2026-08-14,4,Name an ice cream brand,98,Deep cut,85,Amul
30,2026-08-14,4,Name an ice cream brand,98,Deep cut,85,Andy's Frozen Custard
30,2026-08-14,4,Name an ice cream brand,98,Deep cut,85,Arctic Zero
30,2026-08-14,4,Name an ice cream brand,98,Deep cut,85,Bassetts
30,2026-08-14,4,Name an ice cream brand,98,Deep cut,85,Bi-Rite
30,2026-08-14,4,Name an ice cream brand,98,Deep cut,85,Blue Ribbon
30,2026-08-14,4,Name an ice cream brand,98,Deep cut,85,Braum's
30,2026-08-14,4,Name an ice cream brand,98,Deep cut,85,Bulla
30,2026-08-14,4,Name an ice cream brand,98,Rare,60,Ample Hills
30,2026-08-14,4,Name an ice cream brand,98,Rare,60,Blue Bell
30,2026-08-14,4,Name an ice cream brand,98,Rare,60,Blue Bunny
30,2026-08-14,4,Name an ice cream brand,98,Rare,60,Bomb Pop
30,2026-08-14,4,Name an ice cream brand,98,Rare,60,Brigham's
30,2026-08-14,4,Name an ice cream brand,98,Rare,60,Bruster's
30,2026-08-14,4,Name an ice cream brand,98,Rare,60,Chapman's
30,2026-08-14,4,Name an ice cream brand,98,Rare,60,Culver's
30,2026-08-14,4,Name an ice cream brand,98,Rare,60,Enlightened
30,2026-08-14,4,Name an ice cream brand,98,Rare,60,Eskimo Pie
30,2026-08-14,4,Name an ice cream brand,98,Schooler,30,Carvel
30,2026-08-14,4,Name an ice cream brand,98,Schooler,30,Cold Stone Creamery
30,2026-08-14,4,Name an ice cream brand,98,Schooler,30,Dairy Queen
30,2026-08-14,4,Name an ice cream brand,98,Schooler,30,Dippin' Dots
30,2026-08-14,4,Name an ice cream brand,98,Schooler,30,Drumstick
30,2026-08-14,4,Name an ice cream brand,98,Schooler,30,Edy's
30,2026-08-14,4,Name an ice cream brand,98,Schooler,30,Halo Top
30,2026-08-14,4,Name an ice cream brand,98,Schooler,30,Hershey's Ice Cream
30,2026-08-14,4,Name an ice cream brand,98,Schooler,30,Klondike
30,2026-08-14,4,Name an ice cream brand,98,Schooler,30,Magnum
30,2026-08-14,4,Name an ice cream brand,98,Plankton,10,Baskin-Robbins
30,2026-08-14,4,Name an ice cream brand,98,Plankton,10,Ben & Jerry's
30,2026-08-14,4,Name an ice cream brand,98,Plankton,10,Breyers
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Deep cut,85,Calymmian
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Deep cut,85,Cisuralian
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Deep cut,85,Cryogenian
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Deep cut,85,Ectasian
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Deep cut,85,Eoarchean
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Deep cut,85,Furongian
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Deep cut,85,Guadalupian
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Deep cut,85,Llandovery
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Deep cut,85,Lopingian
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Deep cut,85,Ludlow
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Rare,60,Archean
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Rare,60,Eocene
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Rare,60,Hadean
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Rare,60,Miocene
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Rare,60,Neogene
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Rare,60,Oligocene
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Rare,60,Ordovician
30,2026-08-14,5,"Name a geologic eon, era, period, or epoch",57,Rare,60,Paleocene
